DATE_TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2024-01-01 00:00:00,1.1,1.1000100000000002,1.09999,1.1,0
2024-01-01 00:01:00,1.1002004008016033,1.1002104008016034,1.1001904008016032,1.1002004008016033,0
2024-01-01 00:02:00,1.1004008016032065,1.1004108016032066,1.1003908016032065,1.1004008016032065,0
2024-01-01 00:03:00,1.1006012024048097,1.1006112024048098,1.1005912024048097,1.1006012024048097,0
2024-01-01 00:04:00,1.100801603206413,1.100811603206413,1.100791603206413,1.100801603206413,0
2024-01-01 00:05:00,1.1010020040080162,1.1010120040080162,1.1009920040080161,1.1010020040080162,0
2024-01-01 00:06:00,1.1012024048096194,1.1012124048096195,1.1011924048096193,1.1012024048096194,0
2024-01-01 00:07:00,1.1014028056112226,1.1014128056112227,1.1013928056112225,1.1014028056112226,0
2024-01-01 00:08:00,1.1016032064128258,1.101613206412826,1.1015932064128258,1.1016032064128258,0
2024-01-01 00:09:00,1.101803607214429,1.1018136072144291,1.101793607214429,1.101803607214429,0
2024-01-01 00:10:00,1.102004008016032,1.102014008016032,1.101994008016032,1.102004008016032,0
2024-01-01 00:11:00,1.1022044088176353,1.1022144088176353,1.1021944088176352,1.1022044088176353,0
2024-01-01 00:12:00,1.1024048096192385,1.1024148096192385,1.1023948096192384,1.1024048096192385,0
2024-01-01 00:13:00,1.1026052104208417,1.1026152104208418,1.1025952104208416,1.1026052104208417,0
2024-01-01 00:14:00,1.102805611222445,1.102815611222445,1.1027956112224448,1.102805611222445,0
2024-01-01 00:15:00,1.1030060120240481,1.1030160120240482,1.102996012024048,1.1030060120240481,0
2024-01-01 00:16:00,1.1032064128256514,1.1032164128256514,1.1031964128256513,1.1032064128256514,0
2024-01-01 00:17:00,1.1034068136272546,1.1034168136272546,1.1033968136272545,1.1034068136272546,0
2024-01-01 00:18:00,1.1036072144288578,1.1036172144288579,1.1035972144288577,1.1036072144288578,0
2024-01-01 00:19:00,1.103807615230461,1.103817615230461,1.103797615230461,1.103807615230461,0
2024-01-01 00:20:00,1.1040080160320642,1.1040180160320643,1.1039980160320642,1.1040080160320642,0
2024-01-01 00:21:00,1.1042084168336674,1.1042184168336675,1.1041984168336674,1.1042084168336674,0
2024-01-01 00:22:00,1.1044088176352707,1.1044188176352707,1.1043988176352706,1.1044088176352707,0
2024-01-01 00:23:00,1.1046092184368739,1.104619218436874,1.1045992184368738,1.1046092184368739,0
2024-01-01 00:24:00,1.104809619238477,1.1048196192384772,1.104799619238477,1.104809619238477,0
2024-01-01 00:25:00,1.1050100200400803,1.1050200200400804,1.1050000200400802,1.1050100200400803,0
2024-01-01 00:26:00,1.1052104208416835,1.1052204208416836,1.1052004208416835,1.1052104208416835,0
2024-01-01 00:27:00,1.1054108216432867,1.1054208216432868,1.1054008216432867,1.1054108216432867,0
2024-01-01 00:28:00,1.10561122244489,1.10562122244489,1.10560122244489,1.10561122244489,0
